,tweet,scores,tokens,length,absolutely_negative,very_negative,negative,neutral,positive,very_positive,perception
217,b'rt @anthonyy_e: yo viendo historias con el wifi de cable onda \xf0\x9f\xa4\xa1 https://t.co/m0zbtyyoif',[ 0  0  0  0  0  0  2  0 -2  0  0  0  0],"[""b'rt"", '@anthonyy_e:', 'yo', 'viendo', 'historias', 'con', 'el', 'wifi', 'de', 'cable', 'onda', '\\xf0\\x9f\\xa4\\xa1', ""https://t.co/m0zbtyyoif'""]",105.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0
217,b'4984930 todo mi amor te entrego',[ 0  0 -3  2 -2  0],"[""b'4984930"", 'todo', 'mi', 'amor', 'te', ""entrego'""]",34.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0
218,b'@mauriciodfer tengo cable onda y siempre se me va el wifi y tengo que robar el de mi amiga que es cwc que nunca se le va',"[ 0  0  0  0  0  0  0  2  0  2  0  0  0  0  0  2 -2 -3  0  0 -2  0  0  0
  0 -2  0]","[""b'@mauriciodfer"", 'tengo', 'cable', 'onda', 'y', 'siempre', 'se', 'me', 'va', 'el', 'wifi', 'y', 'tengo', 'que', 'robar', 'el', 'de', 'mi', 'amiga', 'que', 'es', 'cwc', 'que', 'nunca', 'se', 'le', ""va'""]",123.0,2.0,6.0,0.0,12.0,0.0,6.0,0.0
218,b'rt @mel_medrano10: camilo fue novio de evaluna mucho tiempo y ahora que son esposos \xc3\xa9l sigue demostrandole su amor como desde el primer d\xc3\xada\xe2\x80\xa6',[ 0  0  0  0  0 -2  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  2  0  0],"[""b'rt"", '@mel_medrano10:', 'camilo', 'fue', 'novio', 'de', 'evaluna', 'mucho', 'tiempo', 'y', 'ahora', 'que', 'son', 'esposos', '\\xc3\\xa9l', 'sigue', 'demostrandole', 'su', 'amor', 'como', 'desde', 'el', 'primer', ""d\\xc3\\xada\\xe2\\x80\\xa6'""]",168.0,0.0,2.0,0.0,8.0,0.0,4.0,0.0
219,b'@nanyelinee chucha capaz era cable onda \xf0\x9f\x98\x82',[ 0 -3  0  0  0  0  0],"[""b'@nanyelinee"", 'chucha', 'capaz', 'era', 'cable', 'onda', ""\\xf0\\x9f\\x98\\x82'""]",59.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
219,"b'rt @solymar66091744: dios todopoderoso\ncon humildad vengo ante tu presencia y te pido\ntengas piedad, escucha nuestras s\xc3\xbaplicas.\nte pedimos\xe2\x80\xa6'",[ 0  0  0  0  0  0  2  0  0  0 -2  0  0  0  0  0  0],"[""b'rt"", '@solymar66091744:', 'dios', 'todopoderoso\\ncon', 'humildad', 'vengo', 'ante', 'tu', 'presencia', 'y', 'te', 'pido\\ntengas', 'piedad,', 'escucha', 'nuestras', 's\\xc3\\xbaplicas.\\nte', ""pedimos\\xe2\\x80\\xa6'""]",163.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0
220,b'cable onda siempre lok\xf0\x9f\x99\x84',[0 0 0 0],"[""b'cable"", 'onda', 'siempre', ""lok\\xf0\\x9f\\x99\\x84'""]",41.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
220,b'no me hables de amor el amor de mi vida son mis hijos y todav\xc3\xada no tengo hijos',[ 0  2  0 -2  2  2  2 -2 -3  0  0  0  0  0  0 -1  0  0],"[""b'no"", 'me', 'hables', 'de', 'amor', 'el', 'amor', 'de', 'mi', 'vida', 'son', 'mis', 'hijos', 'y', 'todav\\xc3\\xada', 'no', 'tengo', ""hijos'""]",88.0,2.0,4.0,2.0,8.0,0.0,4.0,0.0
221,"b'en el area donde vivo esta maldito hay que hacerle un exorcismo, el internet de la mierda de cable onda fallando y\xe2\x80\xa6 https://t.co/trvrcs8vhz'",[ 0  2  0  0  0 -2  0  0  0  0  0  0  2  0 -2 -1 -3 -2  0  0  0  0  0],"[""b'en"", 'el', 'area', 'donde', 'vivo', 'esta', 'maldito', 'hay', 'que', 'hacerle', 'un', 'exorcismo,', 'el', 'internet', 'de', 'la', 'mierda', 'de', 'cable', 'onda', 'fallando', 'y\\xe2\\x80\\xa6', ""https://t.co/trvrcs8vhz'""]",153.0,2.0,6.0,2.0,10.0,0.0,4.0,0.0
221,b'rt @rguezzale: encontrar amor y amistad en la misma persona es ganar en la vida.',[ 0  0  0  2  0  0  1 -1  0  0 -2  0  1 -1  0],"[""b'rt"", '@rguezzale:', 'encontrar', 'amor', 'y', 'amistad', 'en', 'la', 'misma', 'persona', 'es', 'ganar', 'en', 'la', ""vida.'""]",83.0,0.0,2.0,4.0,10.0,4.0,2.0,0.0
222,b'rt @anthonyy_e: yo viendo historias con el wifi de cable onda \xf0\x9f\xa4\xa1 https://t.co/m0zbtyyoif',[ 0  0  0  0  0  0  2  0 -2  0  0  0  0],"[""b'rt"", '@anthonyy_e:', 'yo', 'viendo', 'historias', 'con', 'el', 'wifi', 'de', 'cable', 'onda', '\\xf0\\x9f\\xa4\\xa1', ""https://t.co/m0zbtyyoif'""]",105.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0
222,"b'rt @qoldenhoran: hace todo lo posible para entretenernos, se hizo youtuber, tiktoker, hizo un show online no solo con el fin de entretener,\xe2\x80\xa6'",[ 0  0  0  0 -1  0  0  0  0  0  0  0  0  0  0  0 -1  0  0  2  0 -2  0],"[""b'rt"", '@qoldenhoran:', 'hace', 'todo', 'lo', 'posible', 'para', 'entretenernos,', 'se', 'hizo', 'youtuber,', 'tiktoker,', 'hizo', 'un', 'show', 'online', 'no', 'solo', 'con', 'el', 'fin', 'de', ""entretener,\\xe2\\x80\\xa6'""]",154.0,0.0,2.0,4.0,10.0,0.0,2.0,0.0
223,b'@spicy_mamma_ amiga ella es m\xc3\xa1s puntual en temas de negocios que cable onda \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3',[ 0  0  2 -2  0  0  1  0 -2  0  0  0  0  0],"[""b'@spicy_mamma_"", 'amiga', 'ella', 'es', 'm\\xc3\\xa1s', 'puntual', 'en', 'temas', 'de', 'negocios', 'que', 'cable', 'onda', ""\\xf0\\x9f\\x98\\x82\\xf0\\x9f\\xa4\\xa3'""]",118.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0
223,"b'@jorgegomezortiz @bisoucaramel a wuebo el finado ruquito compaye, un virtuoso...se rifaba el abuelo... herido de amor inche rolita...'",[ 0  0 -3  0  2  0  0  0  0  0  0  2  0  0 -2  2  0  0],"[""b'@jorgegomezortiz"", '@bisoucaramel', 'a', 'wuebo', 'el', 'finado', 'ruquito', 'compaye,', 'un', 'virtuoso...se', 'rifaba', 'el', 'abuelo...', 'herido', 'de', 'amor', 'inche', ""rolita...'""]",136.0,2.0,2.0,0.0,10.0,0.0,6.0,0.0
224,b'rt @angeladanielacm: perm\xc3\xadtanme descabrearme\nestoy bien harta de fucking cable onda de la vergaaaaa chucha no me deja jugar bien yalapinga\xe2\x80\xa6',[ 0  0  0  0  1 -2 -2 -3  0  0 -2 -1  0 -3 -1  2  0  0  1  0],"[""b'rt"", '@angeladanielacm:', 'perm\\xc3\\xadtanme', 'descabrearme\\nestoy', 'bien', 'harta', 'de', 'fucking', 'cable', 'onda', 'de', 'la', 'vergaaaaa', 'chucha', 'no', 'me', 'deja', 'jugar', 'bien', ""yalapinga\\xe2\\x80\\xa6'""]",161.0,4.0,4.0,4.0,10.0,4.0,2.0,0.0
224,b'@sori_2214 el amor a distancia y yo no somos frenes\xf0\x9f\x98\xaa m\xc3\xbademonos juntos despu\xc3\xa9s de cuarentena',[ 0  2  2 -3  0  0  0 -1  0  0  0  0  0 -2  0],"[""b'@sori_2214"", 'el', 'amor', 'a', 'distancia', 'y', 'yo', 'no', 'somos', 'frenes\\xf0\\x9f\\x98\\xaa', 'm\\xc3\\xbademonos', 'juntos', 'despu\\xc3\\xa9s', 'de', ""cuarentena'""]",123.0,2.0,2.0,2.0,8.0,0.0,2.0,0.0
225,"b'@bolivaresz yo tampoco, onda recien en 2012 pusieron cable en mi casa. y ah\xc3\xad los v\xc3\xad.'",[ 0  0  0  0  0  1  0  0  0  1 -3  0  0  0 -1  0],"[""b'@bolivaresz"", 'yo', 'tampoco,', 'onda', 'recien', 'en', '2012', 'pusieron', 'cable', 'en', 'mi', 'casa.', 'y', 'ah\\xc3\\xad', 'los', ""v\\xc3\\xad.'""]",101.0,2.0,0.0,2.0,8.0,4.0,0.0,0.0
225,"b'rt @gatos_y_perros: la felicidad entra en nuestras vidas cuando tenemos algo que hacer, algo de amor y esperanza...\xf0\x9f\x8c\xb7\xf0\x9f\x92\x97 https://t.co/f5zgqte2\xe2\x80\xa6'",[ 0  0 -1  2  0  1  0  0  0  0  0  0  0  0 -2  2  0  0  0],"[""b'rt"", '@gatos_y_perros:', 'la', 'felicidad', 'entra', 'en', 'nuestras', 'vidas', 'cuando', 'tenemos', 'algo', 'que', 'hacer,', 'algo', 'de', 'amor', 'y', 'esperanza...\\xf0\\x9f\\x8c\\xb7\\xf0\\x9f\\x92\\x97', ""https://t.co/f5zgqte2\\xe2\\x80\\xa6'""]",184.0,0.0,2.0,2.0,8.0,2.0,4.0,0.0
226,b'rt @derekhg01: yo soy capaz de gastar mi last breath diciendo fuck cable onda',[ 0  0  0  0  0 -2  0 -3  0  0  0 -3  0  0],"[""b'rt"", '@derekhg01:', 'yo', 'soy', 'capaz', 'de', 'gastar', 'mi', 'last', 'breath', 'diciendo', 'fuck', 'cable', ""onda'""]",80.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0
226,"b'rt @ivanduque: hoy exaltamos la dedicaci\xc3\xb3n de integrantes de la fuerza p\xc3\xbablica que, adem\xc3\xa1s de velar por la seguridad y la integridad de los\xe2\x80\xa6'",[ 0  0  0  0 -1  0 -2  0 -2 -1  0  0  0  0 -2  0  0 -1  0  0 -1  0 -2  0],"[""b'rt"", '@ivanduque:', 'hoy', 'exaltamos', 'la', 'dedicaci\\xc3\\xb3n', 'de', 'integrantes', 'de', 'la', 'fuerza', 'p\\xc3\\xbablica', 'que,', 'adem\\xc3\\xa1s', 'de', 'velar', 'por', 'la', 'seguridad', 'y', 'la', 'integridad', 'de', ""los\\xe2\\x80\\xa6'""]",175.0,0.0,8.0,8.0,16.0,0.0,0.0,0.0
227,"b'yo llegando a cable onda a dejarles sus servicios, tipo basura\n\xc2\xb0\n\xc2\xb0\n\xc2\xb0\n\xf0\x9f\x98\x82\xf0\x9f\x98\x81\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85\xf0\x9f\x98\x9c\xf0\x9f\xa4\xad\xf0\x9f\xa4\xab\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\n#memesespa\xc3\xb1ol #tupadrastro\xe2\x80\xa6 https://t.co/hxjtqll0wx'",[ 0  0 -3  0  0 -3  0  0  0  0  0  0  0],"[""b'yo"", 'llegando', 'a', 'cable', 'onda', 'a', 'dejarles', 'sus', 'servicios,', 'tipo', 'basura\\n\\xc2\\xb0\\n\\xc2\\xb0\\n\\xc2\\xb0\\n\\xf0\\x9f\\x98\\x82\\xf0\\x9f\\x98\\x81\\xf0\\x9f\\xa4\\xa3\\xf0\\x9f\\x98\\x85\\xf0\\x9f\\x98\\x9c\\xf0\\x9f\\xa4\\xad\\xf0\\x9f\\xa4\\xab\\xf0\\x9f\\xa4\\xa3\\xf0\\x9f\\x98\\x82\\n#memesespa\\xc3\\xb1ol', '#tupadrastro\\xe2\\x80\\xa6', ""https://t.co/hxjtqll0wx'""]",312.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0
227,"b'rt @_always_you_lou: te mereces que todo el mundo escuche tu voz, te amamos liam. gracias por tanto amor, por tu voz, por tu talento y por\xe2\x80\xa6'","[ 0  0 -2  0  0  0  2  0  0  0  0 -2  0  0  0  0  0  0  0  0  0  0  0  0
  0  0]","[""b'rt"", '@_always_you_lou:', 'te', 'mereces', 'que', 'todo', 'el', 'mundo', 'escuche', 'tu', 'voz,', 'te', 'amamos', 'liam.', 'gracias', 'por', 'tanto', 'amor,', 'por', 'tu', 'voz,', 'por', 'tu', 'talento', 'y', ""por\\xe2\\x80\\xa6'""]",153.0,0.0,4.0,0.0,8.0,0.0,2.0,0.0
228,b'cable onda te odio',[ 0  0 -2  0],"[""b'cable"", 'onda', 'te', ""odio'""]",21.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
228,b'rt @delacampardfiel: estoy que estornudo confeti\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d @chrisdelacampa \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d. qu\xc3\xa9 emoci\xc3\xb3n mi amor \n#vencereldesamor \n#campanitasfieles https://t\xe2\x80\xa6',[ 0  0  0  0  0  0  0  0  0  0 -3  2  0  0  0],"[""b'rt"", '@delacampardfiel:', 'estoy', 'que', 'estornudo', 'confeti\\xf0\\x9f\\x98\\x8d\\xf0\\x9f\\x98\\x8d\\xf0\\x9f\\x98\\x8d', '@chrisdelacampa', '\\xf0\\x9f\\x98\\x8d\\xf0\\x9f\\x98\\x8d\\xf0\\x9f\\x98\\x8d.', 'qu\\xc3\\xa9', 'emoci\\xc3\\xb3n', 'mi', 'amor', '\\n#vencereldesamor', '\\n#campanitasfieles', ""https://t\\xe2\\x80\\xa6'""]",260.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0
229,b'yo llegando a cable onda a dejar sus porquerias de servicios ostiaaaaaaa\n@store_andre juguetes sexuales\nsex_shop_pa\xe2\x80\xa6 https://t.co/r3vufg6gsx',[ 0  0 -3  0  0 -3  0  0  0 -2  0  0  0  0  0],"[""b'yo"", 'llegando', 'a', 'cable', 'onda', 'a', 'dejar', 'sus', 'porquerias', 'de', 'servicios', 'ostiaaaaaaa\\n@store_andre', 'juguetes', 'sexuales\\nsex_shop_pa\\xe2\\x80\\xa6', ""https://t.co/r3vufg6gsx'""]",156.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0
229,"b'rt @tycsports: ""ay amor\xe2\x80\x9d \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\nel pedido especial del burrito ortega en la apertura de @liberotyc. https://t.co/yxju9l6rkh'",[ 0  0  0  0  0  0  0  0  0  0  1 -1  0 -2  0  0],"[""b'rt"", '@tycsports:', '""ay', 'amor\\xe2\\x80\\x9d', '\\xf0\\x9f\\xa4\\xa3\\xf0\\x9f\\xa4\\xa3\\xf0\\x9f\\xa4\\xa3\\n\\nel', 'pedido', 'especial', 'del', 'burrito', 'ortega', 'en', 'la', 'apertura', 'de', '@liberotyc.', ""https://t.co/yxju9l6rkh'""]",182.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0
230,b'@mrsmoon_tweets cable onda?',[0 0 0],"[""b'@mrsmoon_tweets"", 'cable', ""onda?'""]",30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
230,b'rt @crispinavilla: @roures1 @alapepastorfarc @urbanorico1 @fdoquijano @hernanmiraf @iconoclasta2013 siempre valdr\xc3\xa1 la pena soltar un fusil\xe2\x80\xa6',[ 0  0  0  0  0  0  0  0  0  0 -1  0  0  0  0],"[""b'rt"", '@crispinavilla:', '@roures1', '@alapepastorfarc', '@urbanorico1', '@fdoquijano', '@hernanmiraf', '@iconoclasta2013', 'siempre', 'valdr\\xc3\\xa1', 'la', 'pena', 'soltar', 'un', ""fusil\\xe2\\x80\\xa6'""]",160.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
231,b'rato que piensen un momento en lo dificil que se hace pagar esas cuentas y comprar comida y por ahora s\xc3\xb3lo depender\xe2\x80\xa6 https://t.co/emwm3xlium',[ 0  0  0  0  0  1 -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],"[""b'rato"", 'que', 'piensen', 'un', 'momento', 'en', 'lo', 'dificil', 'que', 'se', 'hace', 'pagar', 'esas', 'cuentas', 'y', 'comprar', 'comida', 'y', 'por', 'ahora', 's\\xc3\\xb3lo', 'depender\\xe2\\x80\\xa6', ""https://t.co/emwm3xlium'""]",161.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0
231,b'rt @adriherrera10_h: nombres que es ese cast??? \xc3\xb3sea ya \xc3\x89lite no va a ser igual... solo rescato que metieron a manu r\xc3\xados guapo mi amor http\xe2\x80\xa6',"[ 0  0  0  0 -2  0  0  0  0  0 -1  0 -3  0  0  0  0  0  0 -3  0  0  0 -3
  2  0]","[""b'rt"", '@adriherrera10_h:', 'nombres', 'que', 'es', 'ese', 'cast???', '\\xc3\\xb3sea', 'ya', '\\xc3\\x89lite', 'no', 'va', 'a', 'ser', 'igual...', 'solo', 'rescato', 'que', 'metieron', 'a', 'manu', 'r\\xc3\\xados', 'guapo', 'mi', 'amor', ""http\\xe2\\x80\\xa6'""]",175.0,6.0,2.0,2.0,12.0,0.0,2.0,0.0
232,b'ijueputa cable onda',[0 0 0],"[""b'ijueputa"", 'cable', ""onda'""]",22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
232,b'rt @lunaypr1: quiero tener un amor sin contrato \xf0\x9f\x96\xa4\xf0\x9f\x98\x88',[0 0 0 0 0 2 0 0 0],"[""b'rt"", '@lunaypr1:', 'quiero', 'tener', 'un', 'amor', 'sin', 'contrato', ""\\xf0\\x9f\\x96\\xa4\\xf0\\x9f\\x98\\x88'""]",83.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
233,b'cable onda y el wifi no son bffis \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',[ 0  0  0  2  0 -1  0  0  0],"[""b'cable"", 'onda', 'y', 'el', 'wifi', 'no', 'son', 'bffis', ""\\xf0\\x9f\\xa4\\xa6\\xf0\\x9f\\x8f\\xbe\\xe2\\x80\\x8d\\xe2\\x99\\x82\\xef\\xb8\\x8f'""]",105.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0
233,"b'@pabacsama @cooperativa pobre jose es un comediante incomprendido, si el solo entrega amor'",[ 0  0  0  0 -2  0  0  0 -2  2  0  0  0],"[""b'@pabacsama"", '@cooperativa', 'pobre', 'jose', 'es', 'un', 'comediante', 'incomprendido,', 'si', 'el', 'solo', 'entrega', ""amor'""]",93.0,0.0,4.0,0.0,6.0,0.0,2.0,0.0
234,"b'cha cable onda , vamos con eso\xf0\x9f\x98\x92'",[0 0 0 0 0 0 0],"[""b'cha"", 'cable', 'onda', ',', 'vamos', 'con', ""eso\\xf0\\x9f\\x98\\x92'""]",49.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
234,"b'rt @edisu_cristi: padre: el amor, criatura.\ng: \xc2\xa1a quien le importa el amor, padre!\npadre: yo te amo, tu e amas?\ng: claro, padre.\npadre: pue\xe2\x80\xa6'",[ 0  0  0  2  0  0  0  0 -2  0  2  0  0  0 -2  0  0 -3  0  0  0  0],"[""b'rt"", '@edisu_cristi:', 'padre:', 'el', 'amor,', 'criatura.\\ng:', '\\xc2\\xa1a', 'quien', 'le', 'importa', 'el', 'amor,', 'padre!\\npadre:', 'yo', 'te', 'amo,', 'tu', 'e', 'amas?\\ng:', 'claro,', 'padre.\\npadre:', ""pue\\xe2\\x80\\xa6'""]",165.0,2.0,4.0,0.0,12.0,0.0,4.0,0.0
235,"b'mi cu\xc3\xb1ada me recomend\xc3\xb3 las chicas del cable, vamos a ver qu\xc3\xa9 onda'",[ 0  0  2  0 -1  0  0  0  0 -3 -3  0  0],"[""b'mi"", 'cu\\xc3\\xb1ada', 'me', 'recomend\\xc3\\xb3', 'las', 'chicas', 'del', 'cable,', 'vamos', 'a', 'ver', 'qu\\xc3\\xa9', ""onda'""]",89.0,2.0,0.0,2.0,8.0,0.0,2.0,0.0
235,"b'@tuviejaxok amor yo te amo, quiero que vuelvas a m\xc3\xad lado'",[ 0  2  0 -2  0  0  0  0 -3  0  0],"[""b'@tuviejaxok"", 'amor', 'yo', 'te', 'amo,', 'quiero', 'que', 'vuelvas', 'a', 'm\\xc3\\xad', ""lado'""]",66.0,2.0,2.0,0.0,8.0,0.0,2.0,0.0
236,b'rt @anferneeeddie: cable onda conspirando contra mi en el semestral de fisiolog\xc3\xada https://t.co/m0iycfwetf',[ 0  0  0  0  0  0 -3  1  2  0 -2  0  0],"[""b'rt"", '@anferneeeddie:', 'cable', 'onda', 'conspirando', 'contra', 'mi', 'en', 'el', 'semestral', 'de', 'fisiolog\\xc3\\xada', ""https://t.co/m0iycfwetf'""]",115.0,2.0,2.0,0.0,6.0,2.0,2.0,0.0
236,b'rt @irene_domingz: la mejor declaraci\xc3\xb3n de amor que he visto nunca. https://t.co/lmxv1hw0ri',[ 0  0 -1  2  0 -2  2  0  2  0  0  0],"[""b'rt"", '@irene_domingz:', 'la', 'mejor', 'declaraci\\xc3\\xb3n', 'de', 'amor', 'que', 'he', 'visto', 'nunca.', ""https://t.co/lmxv1hw0ri'""]",101.0,0.0,2.0,2.0,8.0,0.0,6.0,0.0
237,"b'siempre he visto los memes acerca de cable onda, pero joder @cwpanama esta de la patada con el internet, todos los\xe2\x80\xa6 https://t.co/dd1vigfoe3'",[ 0  2  0 -1  0  0 -2  0  0  0  0  0 -2 -2 -1  0  0  2  0  0  0  0],"[""b'siempre"", 'he', 'visto', 'los', 'memes', 'acerca', 'de', 'cable', 'onda,', 'pero', 'joder', '@cwpanama', 'esta', 'de', 'la', 'patada', 'con', 'el', 'internet,', 'todos', 'los\\xe2\\x80\\xa6', ""https://t.co/dd1vigfoe3'""]",153.0,0.0,4.0,4.0,12.0,0.0,4.0,0.0
237,"b'rt @0vejer0: se necesita mucho amor, para que te rompan; y trates de entenderlo...'",[ 0  0  0  0  0  0  0  0 -2  0  0  0 -2  0],"[""b'rt"", '@0vejer0:', 'se', 'necesita', 'mucho', 'amor,', 'para', 'que', 'te', 'rompan;', 'y', 'trates', 'de', ""entenderlo...'""]",85.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
238,b'rt @anthonyy_e: yo viendo historias con el wifi de cable onda \xf0\x9f\xa4\xa1 https://t.co/m0zbtyyoif',[ 0  0  0  0  0  0  2  0 -2  0  0  0  0],"[""b'rt"", '@anthonyy_e:', 'yo', 'viendo', 'historias', 'con', 'el', 'wifi', 'de', 'cable', 'onda', '\\xf0\\x9f\\xa4\\xa1', ""https://t.co/m0zbtyyoif'""]",105.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0
238,"b'rt @jk_peru: cuando euphoria supere las 150m de reproducciones, ser\xc3\xa1 el primer solo de un idol masculino \xf0\x9f\x87\xb0\xf0\x9f\x87\xb7 en lograrlo \xe2\x99\xa1\n\n\xc3\x9ananse a la cele\xe2\x80\xa6'",[ 0  0  0  0  0 -1  0 -2  0  0  2  0  0 -2  0  0  0  0  1  0  0 -3 -1  0],"[""b'rt"", '@jk_peru:', 'cuando', 'euphoria', 'supere', 'las', '150m', 'de', 'reproducciones,', 'ser\\xc3\\xa1', 'el', 'primer', 'solo', 'de', 'un', 'idol', 'masculino', '\\xf0\\x9f\\x87\\xb0\\xf0\\x9f\\x87\\xb7', 'en', 'lograrlo', '\\xe2\\x99\\xa1\\n\\n\\xc3\\x9ananse', 'a', 'la', ""cele\\xe2\\x80\\xa6'""]",211.0,2.0,4.0,4.0,14.0,2.0,2.0,0.0
239,b'@jadm4057 @frankchollywood @yodalysyody @teamcableonda @masmovilpanama me paso = en 3 ocaciones  y s\xc3\xb3lo decian llam\xe2\x80\xa6 https://t.co/cy7dl6wa5h',[0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0],"[""b'@jadm4057"", '@frankchollywood', '@yodalysyody', '@teamcableonda', '@masmovilpanama', 'me', 'paso', '=', 'en', '3', 'ocaciones', 'y', 's\\xc3\\xb3lo', 'decian', 'llam\\xe2\\x80\\xa6', ""https://t.co/cy7dl6wa5h'""]",161.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0
239,b'rt @rguezzale: encontrar amor y amistad en la misma persona es ganar en la vida.',[ 0  0  0  2  0  0  1 -1  0  0 -2  0  1 -1  0],"[""b'rt"", '@rguezzale:', 'encontrar', 'amor', 'y', 'amistad', 'en', 'la', 'misma', 'persona', 'es', 'ganar', 'en', 'la', ""vida.'""]",83.0,0.0,2.0,4.0,10.0,4.0,2.0,0.0
240,b'@frankchollywood @teamcableonda @masmovilpanama cable &amp; wireless sin\xc3\xb3nimo de mal servicio! \nesa.compa\xc3\xb1ia debe salir\xe2\x80\xa6 https://t.co/zydaghfxte',[ 0  0  0  0  0  0  0 -2 -1  0  0  0  0  0],"[""b'@frankchollywood"", '@teamcableonda', '@masmovilpanama', 'cable', '&amp;', 'wireless', 'sin\\xc3\\xb3nimo', 'de', 'mal', 'servicio!', '\\nesa.compa\\xc3\\xb1ia', 'debe', 'salir\\xe2\\x80\\xa6', ""https://t.co/zydaghfxte'""]",173.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0
240,"b'rt @literlandweb1: ""qu\xc3\xa9 f\xc3\xa1cil callar, ser serena y objetiva con los seres que no me interesan verdaderamente, a cuyo amor o amistad no aspi\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0  0  0 -1  0  0 -1  2  0  0 -3  0  2 -2  0 -1  0],"[""b'rt"", '@literlandweb1:', '""qu\\xc3\\xa9', 'f\\xc3\\xa1cil', 'callar,', 'ser', 'serena', 'y', 'objetiva', 'con', 'los', 'seres', 'que', 'no', 'me', 'interesan', 'verdaderamente,', 'a', 'cuyo', 'amor', 'o', 'amistad', 'no', ""aspi\\xe2\\x80\\xa6'""]",168.0,2.0,2.0,6.0,12.0,0.0,4.0,0.0
241,"b'@frankchollywood @masmovilpanama @teamcableonda cable onda es lo mejor de lo peor, as\xc3\xad que mejor qu\xc3\xa9date con el mal\xe2\x80\xa6 https://t.co/wkgsifk9ep'",[ 0  0  0  0  0 -2 -1  2 -2 -1  0  0  0  2  0  0  2  0  0],"[""b'@frankchollywood"", '@masmovilpanama', '@teamcableonda', 'cable', 'onda', 'es', 'lo', 'mejor', 'de', 'lo', 'peor,', 'as\\xc3\\xad', 'que', 'mejor', 'qu\\xc3\\xa9date', 'con', 'el', 'mal\\xe2\\x80\\xa6', ""https://t.co/wkgsifk9ep'""]",168.0,0.0,4.0,4.0,8.0,0.0,6.0,0.0
241,"b'rt @andoentrelibros: \xe2\x80\x9cla distancia no es un problema. el problema somos los humanos, que no sabemos amar sin tocar, sin ver o escuchar. y e\xe2\x80\xa6'","[ 0  0  0  0 -1 -2  0  0  2  0  0 -1  0  0 -1  0  0  0  0  0 -3 -2  0  0
  0]","[""b'rt"", '@andoentrelibros:', '\\xe2\\x80\\x9cla', 'distancia', 'no', 'es', 'un', 'problema.', 'el', 'problema', 'somos', 'los', 'humanos,', 'que', 'no', 'sabemos', 'amar', 'sin', 'tocar,', 'sin', 'ver', 'o', 'escuchar.', 'y', ""e\\xe2\\x80\\xa6'""]",165.0,2.0,4.0,6.0,12.0,0.0,2.0,0.0
242,b'@nanyelinee eso lo vivimos con cable onda... tienes que entenderlo \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',[ 0  0 -1  0  0  0  0  0  0  0  0],"[""b'@nanyelinee"", 'eso', 'lo', 'vivimos', 'con', 'cable', 'onda...', 'tienes', 'que', 'entenderlo', ""\\xf0\\x9f\\xa4\\xa3\\xf0\\x9f\\xa4\\xa3\\xf0\\x9f\\xa4\\xa3'""]",118.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
